Author,Comment
@hoangnguyenle3388,Nếu như Văn Quyến sinh vào thời điểm bây giờ chắc đã khác.
@hoangnguyenle3388,Tiền đạo Việt Nam từ quá khứ đến hiện tại không ai giỏi như Văn Quyến.
@BuiDatMinhDan-ND,Từ hồi đó đến tận 2018 Thường Châu lúc đầu còn ko tin vào tai mình rằng VN đã khác
@duonginhtinh2895,Thời đó quyến mà gặp thầy bắc thì đã có méc xi việt rồi
@VinhNguyenLe432,"Quốc Vượng chính là người tung đường chuyền phản công chính xác từng cm cho Văn Quyến ghi bàn vào lưới Malaysia, trước đó Vượng cũng ghi 1 bàn mở tỉ số rất đẹp. Ai ghét thì vẫn ghét, ai giận thì vẫn giận nhưng tài năng của Quyến, Vượng là ko thể phủ nhận."
@duyenkieu7226,"Chưa bao Jo tui xem bóng đá ,những xem văn quyến đá tui rất thích ,tiec cho 1 nhân tai"
@daiphatdidong593,nghe tới từ đàn a mắc ói nhân cách ko đáng
@VanPham-bh8en,Đên gio đá vây chua có ai đá hay ca.
@atNguyen-bd9nw,Để mà nói thì nhiều người khóc vì quang hải hơn. Quá xúc động trước những bàn thắng của quang hải
@khoapham7075,Anh quan giong đoc  khuc chiet anh quan la blv ma co cam thay cam tinh nhat hay phat huy chau nhe
@khanhhuynh-xz2uv,Bóng đá Việt Nam có 2 cầu thủ làm người hâm mộ nước nhà tiếc nuối. Đó là cầu thủ Trần minh chiến và văn quyến! Hy vọng thế hệ cầu thủ hiện nay hơn đàn anh ngày trước.
@quanbui6995,Anh làm về công vinh đi
@ToanNguyen-ri7eo,"Nhìn VQ đá quá tầm thường, chẳng qua hồi đó thằng chột làm vua xứ mù nên mới tâng bốc vậy."
@trevietnam3953,Tài bán độ .ko co đạo đức nghề
@congmendinh8691,Có tài mà không có đức thì cũng đi xuống
@hunghuynh7156,Mỗi người mỗi cảnh .. quá khứ rồi hơi đâu mà phán xét con người chúng ta nên bỏ qua.
@vuongkien154,"Xem u23 bây giờ nhìn lại bóng đá thời văn Quyến như những thằng hề trên sân cỏ, đá đấm thì không giống ai mà bán độ, đánh mất lòng tin của người hâm mộ người VN"
@alessandro3653,VN 😏😏
@hunghoang-ky8bt,Chúng mày nói đến thằng iinf này làm gì hả chúng mày.o<br>Nó bôi nhọ quốc gia.nhân phẩm ko tốt đep địt cụ bọn mày dẹp ngay nhưng tin tức như thế này. Đấy là vết nhọ mà ai cũng biết đừng để nó làm vể nhọ cho thế hệ sau
@unghoi_visao5888,Bọn này chỉ dùng 3 từ để miêu tả.. Bọn bán nước..!
@TamBui-vx3xz,Nhắc lam gì nữa
@alanvu8869,Xin loi co phai quyen ban quyen do
@laminh7747,"Vết nhơ cho 1 thiên tài. Cái giá phải trả cho sự ích kỉ, ỷ lại vào tài năng và sự phản bội tổ quốc, trái tim người hâm mộ. Kể cả giờ không có lứa quang hải, văn hậu, chúng tôi cũng không cần anh, Quyến ạ. Suy cho cùng thì có TÀI mà ko có ĐỨC thì cũng VỨT"
@tuanha-tc3oj,cung tot... de xem con cau thu nao dam danh mat tuong lai nua ko
@HàMyHàVy,Vì mấy đồng tiền bán độ
@thoaxuan1815,Đến tận bây giờ e vẫn tiếc. Quá đáng tiếc cho một thiên tài lạc lối. Vẫn hâm mộ tài năng của a ấy
@lochoang9747,Thằng bán nước
@choicon4567,14 năm về trước nó khác đá bóng lri có thưởng. Giờ chưa đá đã thưởng nóng đôi tỉ :)))
@hoangvo2466,thằng bán nc mà thiên cmn thần j
@cunbunsun,Khi nào Việt Nam mới sản sinh được Văn Quyến 2.0 đây?
@Phongnguyen-sc6bh,chắc thơi bán độ chắc mấy anh CA thua độ nên mới vạo cuộc ấy mà.
@hoaituan2885,"1,3tr ng xem đã nói lên cầu thủ VN nào là số 1..."
@lehoangnam1537,"Nghèo hèn mà khi có tiền thì dễ hư hỏng thôi.<br>Chúa trốn khỏi đội đi bay lắc, chơi bời.<br>Méo có tiếc chút nào"
@dotuan9209,Dm biet thi bl ko biet cammieng di van quyen thi ko noi nua roi bon quang hai cong phuong gio bu cac van quyen nhe
@tungovu1270,"Thời điểm đó thoai,  VQ ở thời điểm này chắc gì đá nổi,  thể lực yếu"
@huyphongphan1496,2019...vẫn còn tiếc nuối cho 1tài năng thần đồng bóng đá Việt
@monkhanhtay4240,Mãi tới giờ mới dc cup SEA Games. Su thật là quang hai van hau.trong hoàng moi la thien tai bóng đá Việt Nam
@pvhblack4032,Nói về phan văn đức đi a
@quangnguyen5669,Nếu  nói  về  chuyên  môn  chẳng  ai hơn  vq  cả. Dù  bây  giờ  đào  tạo  bài  bản
@HungNguyen-gw9ut,"Có tài nhưng thiếu đức cũng vất.gia đình khó khăn mà khi có thì không biết trân trọng, không có suy nghĩ tới quá khứ của mình để rồi cuộc đời chìm xuống một cách ô uế của thể thao."
@oanduong7302,Bày đặt.xàm 😒😒😒😒
@lethanhtu7149,Tiếc
@phidoan7282,Ai thông dùm cái bán độ nhưng VN vẫn thắng mà mọi người
@thoilongduong5085,Mình đã từng khóc vì vẫn quyến
@anh9395,Co tien nen sinh tat .
@minhtientran8158,&quot;Có tài mà không có đức là người vô dụng&quot;
@hieutan3508,"Tôi không quan tâm ai chơi hay chỉ biết rằng Công Vinh, Quang Hải, Văn Hậu... họ đóng góp nhiều hơn cho bóng dá Việt Nam còn Quyến là vết nhơ."
@tactuyenlevideo6553,Dĩ vãng qua rồi moi người ta ra làm gì
@hanhuyvoni5743,Hy vọng giờ em làm tốt ở việc làm huấn luyện viên
@havi1422,"Văn Quyến cứ cho ra lò cầu thủ tài đức đóng góp cho quốc gia đi; lúc đó dân Nghệ An ko lăng xê Quyến, cả nước cũng ca ngợi. Dư luận rất nghiêm khắc nhưng cũng rất công bằng, bà con Xứ Nghệ hãy yên tâm."
@quysailor9016,nếu cứ đá như lên đồng chắc anh đã giàu lắm rồi. cần gì phải bán độ chứ. tiếc quá
@kienthucautu4825,Lần đầu t xem bong đá năm lớp 5 có VQ sau khi a bán độ t ko còn xem nữa mãi đến trận thường châu tuyết trắng
@chaunguyen9778,"Từ ngày Quyến bán độ. Mãi đến u23 châu Á mới xem lại bóng đá. Cho đến bây giờ vẫn chưa quên được cái cảm xúc lúc biết Quyến bán độ. Vừa giận , vừa tiếc biết bao cho 1 thần tượng."
@thoangnguyen2628,Nhắc đến anh em vẫn buồn và tiếc.huhu
@98uog93,&quot;Đồng tiền phá hư tất cả&quot;
@ThinhNguyen-wz4ss,Một tội đồ  thiên  cổ
@PhongNguyen-nf3bp,"Anh Quân nói như lồn , cầu thủ của hai thế hệ khác nhau mà so sánh văn hậu, quang Hải với văn quyến không thấy khập khiễng sao. thời này nhiều cầu thủ tài năng hơn văn quyến đừng có kiểu tâm lý con cá sảy là con cá to"
@tuanauinh9065,Nếu a ấy ko sa cơ jo này cl đag đá cho real
@hoanghangocan2728,Bl rat hay
@thanhpham4236,"Đạo đức như lồn , nhưng nếu chỉ xét về kĩ năng chơi bóng thì kể cả thế hệ bây giờ cũng éo có tuổi với quyến"
@Animals3DHumorous79,"Hồi xưa bóng đá không như giờ bán độ phải rồi, bây giờ đá vào được cho hẳn 300tr - 1 tỷ, chưa kể tiền các công ty cho cả chục tỷ đồng thì cần gì bán độ, hồi xưa làm cức gì có , đá ỉa cức ra ko biết mua dc nhà xe hơi khong ấy chứ haizz"
@hoangtuyen-vimefulland6796,"Nếu gần đây có VQ, Q sẽ lôi hết ae U23 đi bán nước, ko có Á Quân đâu. Danh thần đồng chỉ là cảm xúc, QH no.1"
@THs18,"VQ chơi bóng bằng bản năng, cảm nhận, tốc độ bẩm sinh hơn các cầu thủ vn bây h. Nên công bằng mà nói hàng công bây h k ai có thể so sánh vs Quyến. Hồi tr u19 cũng từng hy vọng công quạ sẽ kế thừa khả năng ấy nhưng rất tiếc ..."
@VietHoang-ks3iy,Dung la sat thu. Tiec qua  😠😠😠
@hienphamxuan5946,Tiền k phải tất cả. Đừng bán tất cả vì tiền
@tuananhle4123,VQ là số 2 chắc k có ai là số 1 trong làng bóng đá vn
@xopnguyen4141,Cái lạoi này nói làm j..bán nước là mày quyến ah
@vinhang3750,Rống Ronaldinho quá và cả robinho 😔😔
@dovantranvn1670,Ooooô cái thang quyen ban dô
@SangTran-lt4qo,Câu chuyện này giờ nên chỉ là bài học cho cầu thủ trẻ.
@icc189,"Quyến ngày xưa đá bá như minamino bây giờ trong 45 phút đầu, ngày xưa việt nam thể lực yếu vì k có đào tào bài bản từ bé như bây giờ nên nền bóng đá k ptr nhue thái lan,xem châu á ngày xưa toàn lot đường mà bây giờ nhật hàn iran đá ra sao, 10-15 năm nữa bản đồ bóng đá thế giới sẽ khác nữa"
@ducmaungan2571,âu cũng là bài học cho thế hệ sâu..
@Cuatft,Van quyen&quot; boc ngan can dai&quot;.cung nhu quan chuc tham o thoi.
@tienlaivan168,Bác hồ nói rồi có tài mà ko có đức cũng là đồ bỏ
@buitran6522,Xin lỗi chịu không nỗi vẫn chỉ là thằng bán độ. Chê sống không nổi thế bóng đá nữ chắc chết hết rồi.
@haminhtuan8214,tài năng của đôi chân đã không cứu dc cái đầu thiếu suy nghĩ :(
@ongtre8617,Gần 30 tuổi rồi giờ có giải nào hay lò đào tạo nào có thể đăng kí k nhỉ. <br>Chân trái
@GiangHoang-uq5hx,Hưng Nguyên ad ơi
@hanhhua7510,Thời Văn Quyến cầu thủ đâu có tiền thưởng nhiều.đôi khi trong cuộc sống khó khăn sẽ làm con người lạc lối.Văn Quyến là cầu thủ giỏi cũng là một người bình thường cũng lo cho cuộc sống thui.
@hienho6488,Tiếc nuối cho quyến
@hienluong5982,"Văn Quyến bán độ từ trước SG 22, vì vụ đó mà Như Thành bị đem ra thí tốt để bảo vệ cho Quyến &amp; Vượng, bóng đá VN cũng suýt mất đi 1 trung vệ xuất sắc (người sau đó giúp VN vô địch Đông Nam Á). <br>Văn Quyến có tố chất xuất chúng nhưng không có ý chí và quyết tâm của một cầu thủ chuyên nghiệp. Văn Quyến mãi chỉ là thần đồng chứ không bao giờ là ngôi sao đẳng cấp."
@lananhdinh3625,"Còn nói thật chỉ là một cá nhân thì cũng éo làm lên cơ sự j, cho nên thời ấy vạy thôi , chứ bg đẳng cấp đồng đều và vượt xa nhiều. Lối chơi cuốn hút , tinh thần tập thể chiến đấu bền vững k biết mệt mỏi , hấp dẫn ng xem . Quan trọng là ng đá bằng máu dân tộc , chứ éo đá kiểu bán rẻ dân tộc . May là chúng nó giải tán sớm , chứ còn đá thì vẫn mãi là ao làng thôi. Thần đồng cái quần què."
@lananhdinh3625,"Thực sự đằng sau sự thật éo biết ntn, cơ mà nó có biết rằng cả chục triệu trái tim , trong đó có cả gia tộc nhà chúng nó , bỏ làm , bỏ ăn đau tim , đứt ruột ngồi dõi theo từng bước chân chúng nó chạy. Mong chờ sự vinh quang tương xứng với giải phóng đất nc. Vậy mà một chút vụ lợi cá nhân chúng nó sẵn sàng nhấn chìm cả một dân tộc . Để rồi sau này . cá nhân nó , cả gia tộc nhà nó chết dần trg tủi nhục mỗi khi nghĩ về chúng nó. Thậm chí cho đến 10 đời sau nữa cug k thể nào xóa đi đc vết dơ nhục này . Thiết nghĩ cứ mỗi khi nó ra đg ng ta lại xỉ nhục. Con cái nó đi học bị các bạn tảy chay, cô lập thì sống kiểu j đc chứ. Mọi sl có thể sửa sai đc. Nhưng vc làm này thì kbg. Vì đây nó là những xứ giả của dân tộc . Bạn hiểu k"
@minhhoangtran2082,"Vâg đàn em thế mà dk xuất ngoại lương những 500tr 1 tháng còn , đàn anh thì phải đi tù và giờ béo như con lợn"
@dinhkhanh4655,"Tiền đạo Việt Nam thực sự chỉ có Văn Quyến là hay nhất, nguy hiểm nhất. Đúng là thiên tài, thật là đáng tiếc."
@QuêHươngThiệnĐăng,Về tài năng thì Quyến đúng là số 1. Rất tiếc tiếc lắm anh Quyến ơi. Đến bao h Việt Nam mới có 1 thiên tài như anh dk
@hungnguyenquy2338,Văn Quyến có lối đá giống với Maradona.
@KhangNguyen-vlos,Thời đó đi tới đâu cũng buồn bữa đó ông ngoại tôi bỏ cơm luôn
@xuanquyngo9933,Cái loại làm xấu bóng đá. Bẩn
@thuanngo1748,"Thien tai cai eo gj ko mang noi 1 cai cup ve ko ganh duoc team ma luc nao cung thien tai voi than dong, hãm vãi lon"
@ngocchautran1090,Bán độ với trận gặp Malaixia  thắng 4-3 segame 22 trên sân nhà chứ có phải với đội Mianma thắng 1-0 segame 23 âu nhỉ
@DungPham-sr3nr,Tôi nói thật  chỉ có u 23 thường châu tuyết trắng và  u 20  thế giới  và đội tuyển quốc gia hiện tại  và u22 là làm cho 90 triệu người dân vn có được cảm xúc mà thôi xin đừng đem văn quyết vào đây mà làm ô huế nền bóng đá vn
@vepham8492,Văn Quyến thực sự là 1 cơn sốt ngày xưa
@DungPham-sr3nr,Tôi phản đối kênh này đem tên quyến này vào đây để làm gì để làm ô  nhiểm  cho nền bóng đá vn hay là gì
@DungPham-sr3nr,Phạm văn quyến một nhân tài niếu  thuế huệ sao này ai cũng  như anh thì ko biết nền bóng đá vn sẽ ra sao
@thuannguyen1107,Đến giờ xem VQ vẫn thấy tiếc haizz
@hbc4508,Anh ơi anh nói rõ về Lê Quốc vượng đi a ơi mong a đọc được
@vitbuon931,Cũng vì Văn Quyến đã làm tôi không xem bóng đá Việt Nam nữa.. Cho đến U23 Thường châu tôi lại xem lại bóng đá việt
@gioviettv780,"Văn Quyến là số 1, ai cãi vào đây"
@hoathoithuong9051,37 nhieu nhân tai bong đa
@hohoang8688,Ban nuoc đồng lồn j
@LinhPham-we9uh,Lúc đó . học quả vô lê đập đất đấy mãi :)
@tibambi4269,Ido của mình hiện giờ cũng là anh VĂN QUYẾN
@nguyenchitam9341,ĐM.phản quốc thì nói thẳng đi.chứ lạc lối gì.
@lucnguyentien9108,"Thời hông sơn huỳnh đức nghèo không ăn chơi ,văn quyến có tài nhưng bản tính bố láo ..."
@khanhle6961,Xem phí thời gian vklll
@muihnnl1,Bán dâm còn được nhiều hơn bán độ của hắn. Nhục vô cực
@botitvlog601,"BLV vớ vẩn,nói láo"
@linhvu4945,công bằng mà nói bđvn văn quyến là nhất đấy.vì cơm áo gạo tiền nên sa cơ lỡ vận. chỉ có 30tri thôi mà làm mất cả 1 tương lai.nếu vq ko vấp ngã thì cv sẽ  ko đc như bây giờ đâu  nha
@hienxuan7020,"Quá chuẩn,nếu không dính phốt thì Phạm Văn Quyến sẽ là cầu thủ Việt Nam xuất sắc nhất mọi thời đại,xem Văn Quyến đá đầy tốc độ và kĩ thuật mà khó cầu thủ Việt nào có được,thất tiếc cho Văn Quyến!"
@minhmavan6878,Cong nhan minh thay van Quyến. La mau tien dao m thay hay nhat. Cong Vinh la dan e thoi
@tranvanhungevn,TÔI CHẢ TIẾC GÌ VỀ QUYẾN CẢ. BÓNG ĐÁ LÀ LỐI CHƠI CỦA TẬP THỂ.
@trubatgioi4412,"thời này không thưởng mỗi trận cả tỉ cũng có cái lol, giờ khó khăn như nữ xem có dc dì không"
@HaiLe-wd5wc,Nhìn những cú sút thì đó giờ ko thấy tiền đạo nào có tố chất như a... rất kỹ thuật
@HuongTran-pq3xx,còn Quyến thì éo ai biết Vinh ở đâu
